city,latitude,longitude,additional_info,address,area,guest_recommendation,hotel_description,hotel_facilities,hotel_star_rating,property_name,property_id,property_type,province,review_count_by_category,room_area,room_facilities,room_type,site_review_count,site_review_rating,site_stay_review_rating,state,uniq_id
Tanuku,16.7569115,81.6712191,Room Service|Internet Access,"Pydiparru, Tanuku flyover, Beside Honda Showroom Tanuku Andra Pradesh",Pydiparru,100,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly. According to government regulations, a valid Photo ID has to be carried by every person who stays at the hotel. The identification proofs accepted are Drivers License, Voters Card, Passport, Ration Card. Without valid ID the guest will not be allowed to check in. Note- PAN Cards will not be accepted as a valid ID card.   *   It is mandatory for guests to present valid photo identification at the time of check-in.   *   The primary guest checking in to the hotel must be at least 21 years of age.   *   The hotel reserves the right of admission. Accommodation can be denied to guests posing as a couple if suitable proof of identification is not presented at check-in.   *   The hotel reserves the right of admission for local residents. Accommodation can be denied to guests residing in the same city.   *   Local ID proof will not be valid.",Doctor on Call|Power Backup|Parking Facility|Internet Access|Room Service,0,Hotel S Park,HTLGBO1000060024,Hotel,Tanuku,positive reviews::2|critical reviews::0|reviews with images::0,12 X 12 Sq.ft.,Room Service |Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Telephone| Hot / Cold Running Water|TV|Attached Bathroom,Deluxe AC Room,2,4.5,Service Quality::4.5|Amenities::4.5|Food and Drinks::4.5|Value for Money::4.0|Location::4.0|Cleanliness::4.5,Andhra Pradesh,cab30711ae4c5bc4ca8e521afe12c572
Hyderabad,15.9128998,79.7399875,,"8-3-945/3/2, Main Road, Opp. Chennai Shopping Mall, Ameerpet",Ameerpet,100,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates  extra supplement will be charged over and above the paid rates as per actual and hotel discretion",,2,Hotel Sai Residency,HTLGBO1000062638,Hotel,Hyderabad,positive reviews::1|critical reviews::0|reviews with images::1,,,Standard Room,1,4,Service Quality::4.0|Amenities::4.0|Food and Drinks::4.0|Value for Money::4.0|Location::3.0|Cleanliness::4.0,Andhra Pradesh,b0caf8ccbbb2a67729bd9f3b84c02dfa
Hyderabad,17.44293331,78.48736907,,"1-7-227 TO 234,  Ist FLOOR, PARADISE CIRCEL,M.G.ROAD,ADJACENT TO CENTRAL TELEGRAPH OFFICE,SEC-BAD",Secunderabad,86,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly  According to government regulations, a valid Photo ID has to be carried by every person who stays at the hotel. The identification proofs accepted are Drivers License, Voters Card, Passport, Ration Card. Without valid ID the guest will not be allowed to check in. Note- PAN Cards will not be accepted as a valid ID card.   *   It is mandatory for guests to present valid photo identification at the time of check-in.   *   The primary guest checking in to the hotel must be at least 21 years of age.   *   The hotel reserves the right of admission. Accommodation can be denied to guests posing as a couple if suitable proof of identification is not presented at check-in.   *   The hotel reserves the right of admission for local residents. Accommodation can be denied to guests residing in the same city.   *   Local ID proof will not be valid.",Laundry Service Available|Lobby|Front Desk|Power Backup,0,HOTEL REGAL,HTLGBO1000027336,Lodge,Hyderabad,positive reviews::12|critical reviews::3|reviews with images::2,,Room Service |Ceiling Fan| Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries|TV|Attached Bathroom,Standard NON A/C Room,15,3.9,Service Quality::3.9|Amenities::3.7|Food and Drinks::2.6|Value for Money::4.0|Location::4.1|Cleanliness::3.0,Andhra Pradesh,b91fa2a2411d8ba5464a885902193b87
Ongole,15.5057232,80.049922,,"Hotel Sarovar Nellore Busstand Dharavari Gardens Bhagyanagar, Ongole",Bhagyanagar,,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly According to government regulations, a valid Photo ID has to be carried by every person who stays at the hotel. The identification proofs accepted are Drivers License, Voters Card, Passport, Ration Card. Without valid ID the guest will not be allowed to check in. Note- PAN Cards will not be accepted as a valid ID card.",Front Desk|Power Backup|First-Aid Kit at Front Desk,2,Hotel Sarovar,HTLGBO1000059804,Hotel,Ongole,,10 X 10 Sq.ft.,"Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Telephone| Hot / Cold Running Water|Extra Bed, Towels, Linens, Bedding (on request)",Standard room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Andhra Pradesh,9a8e6107ae6d573729ccad39a912cdef
Hyderabad,17.46271847,78.36868575,Room Service|Internet Access|Free Internet,"Plot no-131P, Jubilee Garden,( Behind TCS Kohinoor E-Park and  Harsha Toyota) Kondapur",Hi-Tech City,82,"The standard check-in time is 11:00 PM and the standard check-out time is 11:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly According to government regulations, a valid Photo ID has to be carried by every person who stays at the hotel. The identification proofs accepted are Drivers License, Voters Card, Passport, Ration Card.",Airport Transfer Available / Surcharge|Banquet Facilities|Doctor on Call|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Table Tennis|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Wake-up Call / Service|Grocery|Car Rental|Water Dispenser Available|Food Facility|Internet Access Free|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Air / Rail Booking|RO Water Purification System|Parking Facility|Internet Access,0,Hotel Serene Nest,HTLGBO1000022372,Hotel,Hyderabad,positive reviews::91|critical reviews::8|reviews with images::16,10 X 10 Sq.ft.,Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Video/ DVD/ CD Player Available|Ceiling Fan|Internet Connection In Room| Hot / Cold Running Water|Housekeeping|Desk in Room,Economy A/C Room,99,4.5,Service Quality::4.4|Amenities::4.5|Food and Drinks::4.5|Value for Money::4.6|Location::4.4|Cleanliness::4.6,Andhra Pradesh,bf3b287c25c2fbe455176c102945bfcd
Anantapur,14.6818877,77.6005911,,"GMR Plaza Above Icici Bank, Ramnagar",Ramnagar,89,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Lift / Elevator|Lobby|Parking Facilities Available,2,Hotel Serena,HTLGBO1000054796,Hotel,Anantapur,positive reviews::71|critical reviews::6|reviews with images::14,10 X 10 Sq.ft.,,Executive,77,4.3,Service Quality::4.2|Amenities::4.2|Food and Drinks::4.4|Value for Money::4.3|Location::4.0|Cleanliness::4.7,Andhra Pradesh,cdbd66024f5631e60c55a9beeb0b172b
Chittoor,13.21602418,79.10923524,,"No.2-128/1, Puttur Road, Kongareddypalli, Near RTC Bus Stand, Chittoor","No.2-128/1, Puttur Road, Kongareddypalli, Near RTC Bus Stand",,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates High season and long weekend dates extra supplement will be charged over and above the paid rates as per actual and hotel discretion.,Doctor on Call|Parking Facilities Available|Front Desk|Luggage Storage|Medical Assistance Available,2,Hotel Saroj Krishna,HTLGBO1000074782,Hotel,Chittoor,,,Room Service |Basic Bathroom Amenities|Ceiling Fan| Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries,executive room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Andhra Pradesh,ba2a2e8f2ec10e9f739c42bdaa916279
Hyderabad,17.3883691,78.4796063,,"4-1-364,1st Floor,above santosh Dhaba, Hanuman Tekadi Abids",Abids,60,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly According to government regulations, a valid Photo ID has to be carried by every person who stays at the hotel. The identification proofs accepted are Drivers License, Voters Card, Passport, Ration Card. Without valid ID the guest will not be allowed to check in. Note- PAN Cards will not be accepted as a valid ID card.   *   It is mandatory for guests to present valid photo identification at the time of check-in.   *   The primary guest checking in to the hotel must be at least 21 years of age.   *   The hotel reserves the right of admission. Accommodation can be denied to guests posing as a couple if suitable proof of identification is not presented at check-in.   *   The hotel reserves the right of admission for local residents. Accommodation can be denied to guests residing in the same city.   *   Local ID proof will not be valid.",,0,Hotel Santosh Castle,HTLGBO1000016304,Hotel,Hyderabad,positive reviews::4|critical reviews::1|reviews with images::2,,,Deluxe Non A/C Room,5,3.8,Service Quality::3.8|Amenities::3.4|Food and Drinks::5.0|Value for Money::3.8|Location::4.2|Cleanliness::3.0,Andhra Pradesh,b4da020daf153aad21889370217817d7
Hyderabad,17.43764235,78.44867588,Room Service|Internet Access|Restaurant|Free Internet,"7-1-209/1/A, Ram Mirra Towers,Beside Satyam Theatre,Ameerpet",Ameerpet,71,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Bar / Lounge |Business Center |Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|Power Backup|Internet Access Free|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Internet Access|Room Service|Porter Services Available|Public Restrooms|Speciality Restaurant |Suites,2,Hotel Silver Park,HTLGBO1000003113,Hotel,Hyderabad,positive reviews::380|critical reviews::179|reviews with images::55,16 X 16 Sq.ft.,Room Service |Basic Bathroom Amenities|Ceiling Fan|Attached Bathroom,Executive Non AC Room,559,3.5,Service Quality::3.4|Amenities::3.4|Food and Drinks::3.5|Value for Money::3.5|Location::3.8|Cleanliness::3.5,Andhra Pradesh,fd9bb0af282072b20a9c7aaebf3bc2a8
Visakhapatnam,17.7160309,83.2974204,Room Service,"opposite canara bank line, i t office road,lakshmi street dabagardens",Daba Garden,,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly According to government regulations, a valid Photo ID has to be carried by every person who stays at the hotel. The identification proofs accepted are Drivers License, Voters Card, Passport, Ration Card. Without valid ID the guest will not be allowed to check in. Note- PAN Cards will not be accepted as a valid ID card. 24 hrs check-in / check-out policy",Parking Facilities Available|Front Desk|Room Service,3,HOTEL SHREE SHYAM,HTLGBO1000055600,Hotel,Visakhapatnam,,10 X 10 Sq.ft.,Room Service |Alarm Clock|Basic Bathroom Amenities|Newspapers|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Slippers|TV|Mirror|Attached Bathroom|Do-Not-Disturb Notice|Dustbins|Sufficient Lighting,STANDARD AC ROOM,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Andhra Pradesh,10e25a80f3a83cf21a56147abf59e9db
Tirupati,13.6858785,79.3509543,Room Service,"Door No 25, Tirumala By Pass Road, Tataiah Gunta, Tirupati - 517501",Main Town,,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Laundry Service Available|Front Desk|24 Hour Front Desk|Room Service,0,Hotel Sarovar deluxe ac lodge,HTLGBO1000040024,Lodge,Tirupati,,,Room Service |Mineral Water|Housekeeping|Desk in Room,Standard Double Room Non AC,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Andhra Pradesh,d94cd2ec9e479f9f0bd9a71884a0e2fa
